Var_Name,Var_Label
BYP57A,Attended school activities with 10th grader
BYP57B,Worked on homework/school projects with 10th grader
BYP57C,Attended concerts/plays/movies with 10th grader
BYP57D,Attended sports events outside school with 10th grader
BYP57E,Attended religious services with 10th grader
BYP57F,Attended family social functions with 10th grader
BYP57G,Took day trips/vacations with 10th grader
BYP57H,Worked on hobby/played sports with 10th grader
BYP57I,Went shopping with 10th grader
BYP57J,Went to restaurants with 10th grader
BYP57K,Spent time talking with 10th grader
BYP57L,Did something else fun with 10th grader
BYP58A,Most people can learn to be good at math-parent^s opinion
BYP58B,Must be born w/ability to be good at math-parent^s opinion
BYP59BA,1st friend attends same school
BYP59BB,2nd friend attends same school
BYP59BC,3rd friend attends same school
BYP59CA,Knows 10th grader^s 1st friend
BYP59CB,Knows 10th grader^s 2nd friend
BYP59CC,Knows 10th grader^s 3rd friend
BYP59DA,Knows mother of 10th grader^s 1st friend
BYP59DB,Knows mother of 10th grader^s 2nd friend
BYP59DC,Knows mother of 10th grader^s 3rd friend
BYP59EA,Knows father of 10th grader^s 1st friend
BYP59EB,Knows father of 10th grader^s 2nd friend
BYP59EC,Knows father of 10th grader^s 3rd friend
BYP60A,Friend^s parent gave advice about teachers/courses
BYP60B,Friend^s parent did favor
BYP60C,Friend^s parent received favor
BYP60D,Friend^s parent supervised 10th grader on field trip
BYP61,10th grader has biological/adoptive parent living outside home
BYP62,10th grader has contact with non-resident parent
BYP63,Non-resident parent^s participation in education decisions
BYP64A,Non-resident parent attended school open-house
BYP64B,Non-resident parent attended PTA/PTO meeting
BYP64C,Non-resident parent attended parent/teacher conference
BYP64D,Non-resident parent attended school/class event
BYP65,# of years parent has lived in current neighborhood
BYP66,How involved parent feels in neighborhood/community
BYP67,Level of crime in neighborhood
BYP68,How safe is neighborhood
BYP69A,Family rules for 10th grader about maintaining grade average
BYP69B,Family rules for 10th grader about doing homework
BYP69C,Family rules for 10th grader about doing household chores
BYP69D,Family rules for 10th grader about watching TV
BYP70,Days/week eat at least one meal with 10th grader
BYP71,Computer in home that 10th grader may use
BYP72,Computer has access to Internet
BYP73,Uses computer to communicate with 10th grader^s school
BYP74A,How often e-mails teachers/staff about 10th grader
BYP74B,How often uses computer to learn about school events
BYP74C,How often uses computer to express concern over policy
BYP74D,How often uses computer to select classes for 10th grader
BYP74E,How often uses computer to get information about homework
BYP75,School has voice-messaging system
BYP76,How often use voice-messaging system
BYP77A,School assigns too little homework
BYP77B,10th grader challenged at school
BYP77C,10th grader working hard at school
BYP77D,School preparing students well for jobs in workplace
BYP77E,School preparing students well for college
BYP77F,The school is a safe place
BYP77G,Parents have adequate say in setting school policy
BYP77H,Parents work together supporting school policy
BYP77I,10th grader^s teachers are well trained
BYP77J,Drinking on school grounds is problem
BYP77K,Drug use on school grounds is problem
BYP77L,Sale/use of drugs on way to/from school is problem
BYP77M,Theft on school grounds is problem
BYP77N,Violence on school grounds is problem
BYP77O,Lack of discipline in class is problem
BYP78,Satisfaction with 10th grader^s education up to now
BYP79,How far in school wants 10th grader to go
BYP80A,Post-sec school^s low expenses important to parent
BYP80B,Availability of post-sec financial aid important to parent
BYP80C,Post-sec school^s courses/curriculum important to parent
BYP80D,Post-sec school^s athletic program important to parent
BYP80E,Post-sec school^s active social life important to parent
BYP80F,Living at home while attending post-sec important to parent
BYP80G,Away from home while attending post-sec important to parent
BYP80H,Post-sec school^s religious environment important to parent
BYP80I,Post-sec school^s low crime important to parent
BYP80J,Post-sec school^s job placement record important to parent
BYP80K,Post-sec school^s grad school placement important to parent
BYP80L,Post-sec school^s academic reputation important to parent
BYP80M,Post-sec school^s easy admission important to parent
BYP80N,Post-sec school^s racial/ethnic makeup important to parent
BYP80O,Post-sec school^s size important to parent
BYP81,How far in school parent expects 10th grader will go
BYP82,Savings efforts for 10th grader^s education after high school
BYP83A,Started a savings account
BYP83B,Bought an insurance policy
BYP83C,Bought U.S. savings bonds
BYP83D,Made investments in stocks/real estate
BYP83E,Set up a college investment fund
BYP83F,Started working another job/more hours
BYP83G,Established another form of savings
BYP83H,Reduced other expenses in some way
BYP83I,Planned to reduce other expenses in some way
BYP83J,Remortgaged property/took out home-equity loan
BYP83K,Planned to remortgage property/take out home-equity loan
BYP83L,Had 10th grader put aside earnings
BYP83M,Participated in state-sponsored college savings program
BYP84,Amount of money set aside for 10th grader^s future education
BYP85,Total family income from all sources 2001
BYP86,# of earners contributed to family income
BYP97,Received help in completing questionnaire
BYP98A,10th grader helped with questionnaire
BYP98B,Spouse/partner helped with questionnaire
BYP98C,Other family member helped with questionnaire
BYP98D,A friend helped with questionnaire
BYP98E,Other person in community helped with questionnaire
BYP99,Year/month parent questionnaire completed
BYPARACE,Parent^s race/ethnicity-composite
BYPARASP,How far in school parent wants 10th grader to go-composite
BYPARED,Parents^ highest level of education
BYPARLNG,Parent^s native language-composite
BYPASPIM,Imputation flag - BYPARASP (BYP79)
BYPISAME,ELS:2002-PISA:2003 concordance math score
BYPISARE,ELS:2002-PISA:2000 concordance reading score
BYPLANG,Parent^s English fluency
BYPQSTAT,Base year parent questionnaire status
BYQXDATP,Month/year of base year student questionnaire administration
BYRACE,Student^s race/ethnicity-composite
BYREADIM,Imputation flag - reading scores
BYREGCTL,School type - region by control
BYREGION,Geographic region of school
BYREGURB,School type - region by urbanicity
BYRISKFC,Number of academic risk factors in 10th grade
BYS14,Sex of student
BYS15,Student is Hispanic
BYS20A,Students get along well with teachers
BYS20B,There is real school spirit
BYS20C,Students friendly with other racial groups
BYS20D,Other students often disrupt class
BYS20E,The teaching is good
BYS20F,Teachers are interested in students
BYS20G,Teachers praise effort
BYS20H,In class often feels put down by teachers
BYS20I,In class often feels put down by students
BYS20J,Does not feel safe at this school
BYS20K,Disruptions get in way of learning
BYS20L,Misbehaving students often get away with it
BYS20M,There are gangs in school
BYS20N,Racial/ethnic groups often fight
BYS21A,Everyone knows what school rules are
BYS21B,School rules are fair
BYS21C,Punishment same no matter who you are
BYS21D,School rules are strictly enforced
BYS21E,Students know punishment for broken rules
BYS22A,Had something stolen at school
BYS22B,Someone offered drugs at school
BYS22C,Someone threatened to hurt 10th grader at school
BYS22D,Got into a physical fight at school
BYS22E,Someone hit 10th grader
BYS22F,Someone forced money/things from 10th grader
BYS22G,Someone damaged belongings
BYS22H,Someone bullied or picked on 10th grader
BYS23A,Won an academic honor
BYS23B,Recognized for good attendance
BYS23C,Recognized for good grades
BYS23D,Received community service award
BYS23E,Participated in science/math fair
BYS23F,Participated in voc/tech skills competition
BYS24A,How many times late for school
BYS24B,How many times cut/skip classes
BYS24C,How many times absent from school
BYS24D,How many times got in trouble
BYS24E,How many times put on in-school suspension
BYS24F,How many times suspended/put on probation
BYS24G,How many times transferred for disciplinary reasons
BYS25AA,1st friend^s sex
BYS25AB,2nd friend^s sex
BYS25AC,3rd friend^s sex
BYS25BA,1st friend is Hispanic
BYS25BB,2nd friend is Hispanic
BYS25BC,3rd friend is Hispanic
BYS25DA,1st friend^s grade level at school
BYS25DB,2nd friend^s grade level at school
BYS25DC,3rd friend^s grade level at school
BYS25EA,Importance of grades to 1st friend
BYS25EB,Importance of grades to 2nd friend
BYS25EC,Importance of grades to 3rd friend
BYS25FA,10th grader knows 1st friend^s parents
BYS25FB,10th grader knows 2nd friend^s parents
BYS25FC,10th grader knows 3rd friend^s parents
BYS25GA,Parents know 1st friend^s parents
BYS25GB,Parents know 2nd friend^s parents
BYS25GC,Parents know 3rd friend^s parents
BYS26,High school program-student self-report
BYS27A,Classes are interesting and challenging
BYS27B,Satisfied by doing what expected in class
BYS27C,Has nothing better to do than school
BYS27D,Education is important to get a job later
BYS27E,School is a place to meet friends
BYS27F,Plays on a team or belongs to a club
BYS27G,Learns skills for job in school
BYS27H,Teachers expect success in school
BYS27I,Parents expect success in school
BYS28,How much likes school
BYS29A,How often reviews work in math class
BYS29B,How often listens to math teacher lecture
BYS29C,How often copies math teacher^s notes from board
